fips,unemp
37187,11.2
37189,9.0
37191,5.4
37193,4.9
37195,6.0
37197,5.4
37199,6.0
38001,2.1
38003,3.1
38005,1.9
38007,1.6
38009,1.6
38011,3.5
38013,4.4
38015,3.1
38017,3.0
38019,1.1
38021,2.9
38023,3.0
38025,2.6
38027,2.1
38029,1.9
38031,0.1
38033,4.6
38035,2.7
38037,3.7
38039,1.5
38041,6.1
38043,1.5
38045,1.6
38047,1.1
38049,4.7
38051,1.0
38053,1.5
38055,1.6
38057,1.9
38059,1.4
38061,2.9
38063,1.2
38065,0.9
38067,4.0
38069,1.4
38071,1.9
38073,2.1
38075,0.9
38077,1.8
38079,5.7
38081,1.1
38083,1.1
38085,21.5
38087,5.4
38089,3.1
38091,3.5
38093,3.6
38095,1.4
38097,2.2
38099,2.1
38101,3.4
38103,1.6
38105,2.5
39001,6.5
39003,5.9
39005,3.7
39007,6.9
39009,5.8
39011,2.5
39013,5.7
39015,4.3
39017,4.8
39019,3.9
39021,5.2
39023,6.5
39025,4.1
39027,4.7
39029,4.8
39031,5.3
39033,5.6
39035,6.9
39037,2.7
39039,4.0
39041,3.0
39043,6.1
39045,3.6
39047,4.3
39049,4.5
39051,3.6
39053,3.6
39055,3.0
39057,4.0
39059,5.0
39061,5.0
39063,3.3
39065,4.1
39067,4.5
39069,3.6
39071,4.0
39073,4.9
39075,2.0
39077,4.1
39079,4.1
39081,5.0
39083,2.5
39085,4.3
39087,3.0
39089,3.2
39091,3.6
39093,4.4
39095,6.8
39097,4.0
39099,6.4
39101,6.0
39103,3.0
39105,6.1
39107,1.8
39109,3.6
39111,6.0
39113,5.8
39115,3.0
39117,3.0
39119,4.6
39121,2.9
39123,2.9
39125,3.9
39127,4.0
39129,4.2
39131,5.4
39133,5.3
39135,3.5
39137,2.1
39139,4.8
39141,4.5
39143,3.9
39145,6.6
39147,3.9
39149,4.6
39151,3.9
39153,5.2
39155,4.5
39157,5.3
39159,2.4
39161,3.7
39163,3.6
39165,3.1
39167,4.6
39169,3.3
39171,3.5
39173,4.6
39175,2.5
40001,7.0
40003,4.3
40005,4.5
40007,1.9
40009,5.8
40011,7.5
40013,4.8
40015,5.4
40017,4.0
40019,3.9
40021,5.1
40023,4.2
40025,0.3
40027,4.8
40029,6.2
40031,6.9
40033,2.2
40035,4.7
40037,3.6
40039,3.5
40041,4.8
40043,4.5
40045,6.5
40047,4.2
40049,2.8
40051,5.2
40053,4.0
40055,4.7
40057,9.7
40059,2.2
40061,5.9
40063,5.5
40065,5.2
40067,4.1
40069,5.1
40071,6.0
40073,1.9
40075,4.3
40077,7.3
40079,5.2
40081,3.6
40083,3.3
40085,4.7
40087,4.7
40089,4.2
40091,4.2
40093,1.9
40095,5.4
40097,6.6
40099,2.1
40101,5.9
40103,2.3
40105,5.1
40107,3.1
40109,4.8
40111,7.2
40113,5.4
40115,3.5
40117,3.6
40119,4.5
40121,5.8
40123,3.5
40125,5.4
40127,6.2
40129,3.3
40131,4.7
40133,7.1
40135,4.8
40137,5.3
40139,2.5
40141,5.9
40143,5.4
40145,4.8
40147,3.9
40149,6.1
40151,6.8
40153,4.8
41001,4.6
41003,6.7
41005,4.6
41007,4.4
41009,4.4
41011,5.5
41013,5.3
41015,5.3
41017,4.7
41019,5.9
41021,1.7
41023,6.2
41025,4.4
41027,3.5
41029,5.4
41031,7.7
41033,7.8
41035,7.9
41037,4.4
41039,6.8
41041,7.9
41043,5.9
41045,5.0
41047,5.2
41049,3.0
41051,5.4
41053,5.2
41055,0.8
41057,5.0
41059,5.4
41061,5.6
41063,5.2
41065,7.8
41067,4.5
41069,3.3
41071,4.5
42001,3.1
42003,4.9
42005,4.6
42007,5.1
42009,4.2
42011,5.3
42013,4.4
42015,5.5
42017,4.6
42019,4.3
42021,4.7
42023,9.3
42025,7.1
42027,4.0
42029,3.8
42031,5.1
42033,5.8
42035,5.7
42037,5.5
42039,4.9
42041,3.4
42043,4.3
42045,6.9
42047,6.2
42049,5.5
42051,6.7
42053,3.1
42055,3.6
42057,3.0
42059,6.1
42061,5.2
42063,6.6
42065,4.7
42067,2.5
42069,4.7
42071,3.3
42073,6.2
42075,4.1
42077,5.5
42079,5.7
42081,5.4
42083,4.8
42085,5.3
42087,3.3
42089,6.4
42091,4.4
42093,2.6
42095,4.8
42097,3.9
42099,3.2
42101,8.4
42103,7.3
42105,4.5
42107,5.2
42109,2.3
42111,5.3
42113,6.4
42115,5.6
42117,4.7
42119,2.3
42121,6.3
42123,4.2
42125,4.9
42127,6.0
42129,4.8
42131,4.7
42133,4.4
44001,3.1
44003,4.7
44005,6.3
44007,6.3
44009,4.8
45001,3.4
45003,5.6
45005,10.8
45007,5.1
45009,11.9
45011,7.2
45013,3.0
45015,3.7
45017,7.3
45019,3.6
45021,6.3
45023,6.5
45025,8.1
45027,8.6
45029,9.3
45031,6.9
45033,6.8
45035,4.7
45037,5.8
45039,5.5
45041,4.7
45043,5.1
45045,4.3
45047,4.7
45049,10.0
45051,5.2
45053,5.1
45055,4.9
45057,5.5
45059,4.5
45061,5.7
45063,4.2
45065,5.5
45067,5.9
45069,8.4
45071,3.6
45073,6.1
45075,9.3
45077,3.5
45079,6.6
45081,2.4
45083,4.3
45085,7.3
45087,7.7
45089,4.9
45091,4.4
46003,0.7
46005,2.5
46007,9.9
46009,2.2
46011,3.6
46013,3.5
46015,1.6
46017,9.7
46019,4.1
46021,3.4
46023,5.9
46025,4.0
46027,8.4
46029,2.0
46031,23.3
46033,2.0
46035,0.9
46037,2.2
46039,1.2
46041,14.6
46043,0.8
46045,0.7
46047,3.5
46049,4.2
46051,3.6
46053,3.0
46055,0.0
46057,1.8
46059,1.2
46061,1.6
46063,1.0
46065,0.6
46067,2.0
46069,2.6
46071,8.4
46073,1.1
46075,0.0
46077,1.3
46079,2.4
46081,2.3
46083,1.6
46085,3.7
46087,1.7
46089,0.6
46091,1.1
46093,3.5
46095,14.7
46097,0.8
46099,2.3
46101,3.1
46102,12.9
46103,3.3
46105,3.5
46107,2.9
46109,6.2
46111,1.1
46115,1.6
46117,0.3
46119,0.0
46121,17.4
46123,1.6
46125,1.3
46127,3.5
46129,3.7
46135,1.6
46137,24.2
47001,5.0
47003,4.0
47005,5.4
47007,5.2
47009,3.7
47011,5.9
47013,5.2
47015,2.4
47017,4.2
47019,6.8
47021,3.8
47023,5.4
47025,4.6
47027,5.2
47029,4.4
47031,4.0
47033,3.4
47035,4.9
47037,4.6
47039,8.3
47041,6.0
47043,3.0
47045,3.8
47047,4.8
47049,4.4
47051,2.9
47053,5.2
47055,5.1
47057,5.2
47059,5.4
47061,7.2
47063,6.1
47065,4.2
47067,7.3
47069,11.2
47071,4.3
47073,8.4
47075,6.6
47077,7.1
47079,3.4
47081,3.2
47083,6.7
47085,9.8
47087,7.7
47089,5.4
47091,3.7
47093,3.6
47095,4.3
47097,5.1
47099,5.6
47101,3.5
47103,3.8
47105,2.7
47107,5.3
47109,5.7
47111,3.6
47113,7.3
47115,7.7
47117,4.5
47119,2.5
47121,6.8
47123,5.3
47125,5.5
47127,5.1
47129,6.0
47131,3.8
47133,2.9
47135,8.9
47137,3.5
47139,4.2
47141,3.8
47143,6.3
47145,4.8
47147,3.5
47149,3.3
47151,7.4
47153,4.9
47155,3.4
47157,7.2
47159,3.1
47161,3.0
47163,6.0
47165,3.2
47167,5.5
47169,0.6
47171,5.2
47173,4.1
47175,3.7
47177,3.8
47179,5.0
47181,3.8
47183,3.0
47185,4.6
47187,2.0
47189,3.5
48001,5.3
48003,2.3
48005,5.4
48007,6.2
48009,3.4
48011,0.9
48013,4.5
48015,4.2
48017,0.5
48019,7.4
48021,4.6
48023,3.8
48025,5.9
48027,7.3
48029,5.5
48031,3.5
48033,0.3
48035,4.1
48037,3.7
48039,4.5
48041,4.6
48043,2.2
48045,0.0
48047,3.5
48049,4.8
48051,2.9
48053,2.3
48055,3.2
48057,4.5
48059,5.2
48061,5.7
48063,5.8
48065,1.3
48067,6.0
48069,2.7
48071,7.3
48073,6.2
48075,0.5
48077,1.9
48079,6.2
48081,6.0
48083,5.9
48085,4.1
48087,1.2
48089,3.9
48091,3.5
48093,6.7
48095,1.0
48097,4.3
48099,6.5
48101,6.4
48103,3.7
48105,2.8
48107,6.2
48109,0.6
48111,1.4
48113,4.9
48115,7.9
48117,3.3
48119,3.3
48121,4.0
48123,4.2
48125,6.7
48127,6.8
48129,0.0
48131,7.9
48133,4.9
48135,5.6
48137,0.0
48139,4.0
48141,6.2
48143,5.3
48145,7.2
48147,4.5
48149,2.9
48151,3.6
48153,3.8
48155,6.7
48157,5.0
48159,6.4
48161,1.9
48163,5.3
48165,2.2
48167,5.5
48169,6.9
48171,3.8
48173,1.2
48175,5.5
48177,1.4
48179,5.3
48181,3.6
48183,3.7
48185,4.6
48187,4.4
48189,4.1
48191,9.3
48193,6.1
48195,5.5
48197,1.6
48199,5.2
48201,6.4
48203,6.0
48205,2.4
48207,5.4
48209,4.6
48211,4.8
48213,5.0
48215,7.6
48217,4.2
48219,4.9
48221,6.2
48223,4.5
48225,6.6
48227,5.0
48229,11.9
48231,5.5
48233,2.3
48235,0.6
48237,9.8
48239,5.5
48241,14.0
48243,0.0
48245,5.5
48247,8.4
48249,5.6
48251,3.6
48253,4.9
48255,4.6
48257,4.8
48259,4.7
48261,0.0
48263,8.8
48265,2.9
48267,1.1
48269,0.0
48271,1.6
48273,7.6
48275,1.3
48277,3.9
48279,2.9
48281,4.7
48283,2.5
48285,3.0
48287,5.3
48289,3.9
48291,7.1
48293,3.2
48295,7.4
48297,5.4
48299,5.3
48301,0.0
48303,4.7
48305,4.3
48307,10.5
48309,4.5
48311,0.0
48313,5.9
48315,8.4
48317,6.3
48319,2.3
48321,6.9
48323,7.6
48325,3.2
48327,14.4
48329,3.7
48331,5.4
48333,3.9
48335,4.7
48337,5.3
48339,4.6
48341,2.2
48343,7.3
48345,1.0
48347,7.2
48349,3.8
48351,10.5
48353,5.7
48355,5.6
48357,1.1
48359,0.7
48361,6.3
48363,7.6
48365,2.6
48367,3.9
48369,2.5
48371,1.2
48373,9.0
48375,4.0
48377,11.1
48379,2.4
48381,2.9
48383,8.3
48385,7.0
48387,2.0
48389,4.0
48391,5.7
48393,0.5
48395,8.1
48397,4.0
48399,4.3
48401,3.8
48403,6.9
48405,9.4
48407,7.1
48409,4.3
48411,2.9
48413,5.3
48415,2.1
48417,6.1
48419,4.1
48421,3.2
48423,4.1
48425,4.0
48427,10.8
48429,5.9
48431,2.3
48433,2.8
48435,4.5
48437,4.3
48439,4.7
48441,2.3
48443,0.0
48445,3.8
48447,2.7
48449,3.6
48451,3.1
48453,4.3
48455,7.1
48457,8.9
48459,4.4
48461,3.8
48463,3.2
48465,4.8
48467,4.0
48469,4.3
48471,7.4
48473,6.2
48475,4.1
48477,2.6
48479,5.5
48481,7.0
48483,3.4
48485,3.5
48487,9.8
48489,7.3
48491,4.0
48493,3.9
48495,1.9
48497,5.0
48499,5.7
48501,3.4
48503,2.9
48505,8.0
48507,7.4
49001,2.4
49003,3.2
49005,2.4
49007,5.5
49009,8.6
49011,2.5
49013,3.9
49015,3.6
49017,5.1
49019,2.9
49021,3.4
49023,2.3
49025,4.6
49027,6.7
49029,2.2
49031,7.0
49033,2.7
49035,3.7
49037,12.1
49039,5.0
49041,3.4
49043,2.1
49045,3.6
49047,5.8
49049,3.5
49051,2.4
49053,3.3
49055,0.8
49057,3.0
50001,3.8
50003,4.2
50005,2.6
50007,3.7
50009,5.6
50011,2.8
50013,3.4
50015,3.6
50017,2.8
50019,5.2
50021,4.1
50023,3.0
50025,4.3
50027,3.8
51001,3.8
51003,3.3
51005,2.5
51007,5.3
51009,3.8
51011,4.2
51013,3.3
51015,3.0
51017,2.0
51019,3.2
51021,1.7
51023,2.6
51025,6.3
51027,3.6
51029,4.9
51031,4.7
51033,4.6
51035,5.0
51036,4.9
51037,2.3
51041,4.6
51043,3.5
51045,2.3
51047,2.9
51049,2.9
51051,2.7
51053,4.8
51057,6.3
51059,4.0
51061,2.4
51063,3.3
51065,3.8
51067,2.6
51069,4.1
51071,2.3
51073,3.3
51075,2.6
51077,3.9
51079,3.1
51081,6.7
51083,4.0
51085,2.7
51087,3.9
51089,4.1
51091,16.0
51093,4.6
51095,3.5
51097,4.9
51099,3.8
51101,3.5
51103,10.0
51105,9.3
51107,3.2
51109,5.7
51111,3.6
51113,4.2
51115,6.0
51117,3.0
51119,4.4
51121,3.3
51125,3.3
51127,2.7
51131,4.2
51133,3.7
51135,5.3
51137,3.7
51139,5.0
51141,2.0
51143,5.0
51145,3.1
51147,2.3
51149,5.6
51153,4.5
51155,3.6
51157,7.3
51159,2.9
51161,2.9
51163,3.3
51165,2.7
51167,4.4
51169,2.9
51171,3.9
51173,3.0
51175,6.2
51177,5.2
51179,3.8
51181,5.0
51183,4.4
51185,4.8
51187,4.8
51191,3.7
51193,7.5
51195,8.4
51197,3.9
51199,4.3
51510,3.4
51520,4.4
51530,2.2
51540,4.7
51550,4.9
51570,3.7
51580,2.4
51590,4.9
51595,3.4
51600,4.5
51610,6.3
51620,4.7
51630,4.6
51640,5.5
51650,6.3
51660,7.1
51670,9.3
51678,0.7
51680,5.0
51683,3.3
51685,3.4
51690,4.4
51700,5.9
51710,6.1
51720,5.4
51730,11.4
51735,1.8
51740,6.6
51750,7.6
51760,6.0
51770,5.5
51775,3.4
51790,5.0
51800,5.3
51810,4.3
51820,3.8
51830,7.1
51840,5.9
53001,4.1
53003,5.8
53005,5.0
53007,4.0
53009,6.0
53011,5.2
53013,3.4
53015,5.1
53017,4.0
53019,10.1
53021,5.3
53023,7.5
53025,6.3
53027,6.6
53029,4.7
53031,7.7
53033,4.6
53035,4.8
53037,5.1
53039,4.8
53041,5.9
53043,5.5
53045,6.6
53047,4.8
53049,4.8
53051,6.7
53053,5.0
53055,3.1
53057,4.9
53059,5.7
53061,4.4
53063,5.7
53065,5.3
53067,5.2
53069,2.6
53071,5.7
53073,5.1
53075,6.5
53077,7.1
54001,10.3
54003,4.8
54005,8.8
54007,12.8
54009,6.0
54011,5.8
54013,10.9
54015,11.8
54017,4.7
54019,7.1
54021,8.1
54023,4.9
54025,4.2
54027,7.2
54029,8.2
54031,5.7
54033,4.3
54035,4.3
54037,4.1
54039,5.5
54041,9.4
54043,6.1
54045,9.8
54047,14.9
54049,5.3
54051,4.0
54053,3.0
54055,4.0
54057,6.0
54059,10.8
54061,5.0
54063,10.0
54065,3.4
54067,8.6
54069,5.8
54071,6.3
54073,6.6
54075,10.6
54077,6.2
54079,3.2
54081,5.5
54083,7.0
54085,1.7
54087,9.1
54089,5.7
54091,9.6
54093,6.2
54095,5.9
54097,5.8
54099,5.4
54101,9.6
54103,5.8
54105,3.3
54107,5.6
54109,5.6
55001,5.1
55003,4.7
55005,3.1
55007,3.6
55009,2.8
55011,2.6
55013,4.4
55015,2.2
55017,3.0
55019,3.3
55021,3.0
55023,3.1
55025,2.4
55027,3.9
55029,3.4
55031,3.5
55033,4.2
55035,3.1
55037,5.5
55039,3.1
55041,3.5
55043,2.8
55045,3.6
55047,3.2
55049,3.3
55051,2.9
55053,5.3
55055,3.3
55057,4.2
55059,4.8
55061,1.6
55063,3.0
55065,2.5
55067,3.4
55069,3.5
55071,2.1
55073,2.9
55075,3.9
55077,2.9
55078,11.2
55079,4.7
55081,2.8
55083,2.2
55085,2.2
55087,3.0
55089,2.5
55091,2.2
55093,3.0
55095,3.5
55097,3.2
55099,2.8
55101,4.2
55103,3.3
55105,4.0
55107,4.9
55109,2.0
55111,2.6
55113,5.5
55115,3.3
55117,2.4
55119,2.8
55121,2.2
55123,2.9
55125,4.1
55127,3.4
55129,3.9
55131,2.7
55133,2.6
55135,3.2
55137,4.2
55139,2.2
55141,4.3
56001,4.3
56003,5.0
56005,3.4
56007,6.0
56009,3.6
56011,0.8
56013,7.9
56015,2.6
56017,1.7
56019,2.2
56021,3.3
56023,2.0
56025,3.8
56027,3.3
56029,2.2
56031,4.6
56033,2.7
56035,1.8
56037,5.8
56039,2.5
56041,3.5
56043,2.0
56045,1.4
72001,21.4
72003,6.0
72005,16.0
72007,4.5
72009,6.4
72011,6.4
72013,16.4
72015,8.8
72017,14.7
72019,15.1
72021,8.6
72023,14.4
72025,9.1
72027,3.3
72029,15.3
72031,11.7
72033,12.2
72035,5.9
72037,10.3
72039,14.8
72041,5.4
72043,7.0
72045,15.1
72047,8.3
72049,3.3
72051,11.4
72053,18.3
72054,20.5
72055,26.7
72057,7.0
72059,20.1
72061,7.5
72063,13.0
72065,7.4
72067,13.5
72069,5.6
72071,8.1
72073,17.8
72075,17.4
72077,9.3
72079,20.3
72081,13.1
72083,7.1
72085,7.9
72087,18.5
72089,22.5
72091,17.0
72093,0.0
72095,16.8
72097,22.7
72099,19.2
72101,13.1
72103,9.2
72105,15.9
72107,14.0
72109,10.2
72111,9.3
72113,14.1
72115,8.1
72117,6.2
72119,16.5
72121,13.5
72123,7.0
72125,6.6
72127,14.5
72129,7.3
72131,13.8
72133,6.2
72135,8.2
72137,9.3
72139,7.2
72141,26.7
72143,19.4
72145,13.4
72147,8.6
72149,13.5
72151,9.7
72153,13.1
